FINAL_HP,GAME,N_TURN,N_PLAY,ENERGY,PLAY,ATTACK,VULNERABLE,DEFEND,PLAYER_HP,PLAYER_BLOCK,MONSTER_HP,MONSTER_ATTACK,MONSTER_BLOCK,MONSTER_VULNERABLE
63,120,3,2,1,STRIKE,6,0,0,70,10,23,11,5,1
63,120,4,0,3,DEFEND,0,0,5,69,0,19,16,0,0
63,120,4,1,2,DEFEND,0,0,5,69,5,19,16,0,0
63,120,4,2,1,STRIKE,6,0,0,69,10,19,16,0,0
63,120,5,0,3,BASH,8,2,0,63,0,13,0,6,0
63,120,5,1,1,STRIKE,6,0,0,63,0,11,0,0,2
63,120,6,0,3,DEFEND,0,0,5,63,0,2,15,5,1
63,120,6,1,2,STRIKE,6,0,0,63,5,2,15,5,1
63,121,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,121,1,1,2,BASH,8,2,0,72,5,40,12,0,0
63,121,2,0,3,STRIKE,6,0,0,65,0,32,7,5,1
63,121,2,1,2,STRIKE,6,0,0,65,0,28,7,0,1
63,121,2,2,1,DEFEND,0,0,5,65,0,19,7,0,1
63,121,3,0,3,DEFEND,0,0,5,63,0,19,7,5,0
63,121,3,1,2,DEFEND,0,0,5,63,5,19,7,5,0
63,121,3,2,1,STRIKE,6,0,0,63,10,19,7,5,0
63,121,4,0,3,BASH,8,2,0,63,0,18,0,6,0
63,121,4,1,1,STRIKE,6,0,0,63,0,16,0,0,2
63,121,5,0,3,STRIKE,6,0,0,63,0,7,16,0,1
60,122,1,0,3,BASH,8,2,0,72,0,40,12,0,0
60,122,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
60,122,2,0,3,STRIKE,6,0,0,60,0,23,0,6,1
60,122,2,1,2,STRIKE,6,0,0,60,0,20,0,0,1
60,122,2,2,1,DEFEND,0,0,5,60,0,11,0,0,1
60,122,3,0,3,STRIKE,6,0,0,60,0,11,11,5,0
60,122,3,1,2,STRIKE,6,0,0,60,0,10,11,0,0
60,122,3,2,1,STRIKE,6,0,0,60,0,4,11,0,0
58,123,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
58,123,1,1,2,STRIKE,6,0,0,72,5,40,12,0,0
58,123,1,2,1,STRIKE,6,0,0,72,5,34,12,0,0
58,123,2,0,3,BASH,8,2,0,65,0,28,7,5,0
58,123,2,1,1,STRIKE,6,0,0,65,0,25,7,0,2
58,123,3,0,3,STRIKE,6,0,0,58,0,16,0,6,1
58,123,3,1,2,STRIKE,6,0,0,58,0,13,0,0,1
58,123,3,2,1,STRIKE,6,0,0,58,0,4,0,0,1
58,124,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
58,124,1,1,2,STRIKE,6,0,0,72,5,40,12,0,0
58,124,1,2,1,STRIKE,6,0,0,72,5,34,12,0,0
58,124,2,0,3,BASH,8,2,0,65,0,28,7,5,0
58,124,2,1,1,STRIKE,6,0,0,65,0,25,7,0,2
58,124,3,0,3,STRIKE,6,0,0,58,0,16,7,5,1
58,124,3,1,2,DEFEND,0,0,5,58,0,12,7,0,1
58,124,3,2,1,DEFEND,0,0,5,58,5,12,7,0,1
58,124,4,0,3,STRIKE,6,0,0,58,0,12,12,0,0
58,124,4,1,2,STRIKE,6,0,0,58,0,6,12,0,0
62,125,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
62,125,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
62,125,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
62,125,2,0,3,STRIKE,6,0,0,70,0,34,7,5,0
62,125,2,1,2,STRIKE,6,0,0,70,0,33,7,0,0
62,125,2,2,1,STRIKE,6,0,0,70,0,27,7,0,0
62,125,3,0,3,DEFEND,0,0,5,63,0,21,12,0,0
62,125,3,1,2,DEFEND,0,0,5,63,5,21,12,0,0
62,125,3,2,1,DEFEND,0,0,5,63,10,21,12,0,0
62,125,4,0,3,STRIKE,6,0,0,63,0,21,0,6,0
62,125,4,1,2,STRIKE,6,0,0,63,0,21,0,0,0
62,125,4,2,1,STRIKE,6,0,0,63,0,15,0,0,0
62,125,5,0,3,DEFEND,0,0,5,63,0,9,11,5,0
62,125,5,1,2,DEFEND,0,0,5,63,5,9,11,5,0
62,125,5,2,1,STRIKE,6,0,0,63,10,9,11,5,0
62,125,6,0,3,BASH,8,2,0,62,0,8,11,5,0
62,125,6,1,1,STRIKE,6,0,0,62,0,5,11,0,2
56,126,1,0,3,BASH,8,2,0,72,0,40,12,0,0
56,126,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
56,126,2,0,3,STRIKE,6,0,0,60,0,23,7,5,1
56,126,2,1,2,DEFEND,0,0,5,60,0,19,7,0,1
56,126,2,2,1,STRIKE,6,0,0,60,5,19,7,0,1
56,126,3,0,3,STRIKE,6,0,0,58,0,10,7,5,0
56,126,3,1,2,DEFEND,0,0,5,58,0,9,7,0,0
56,126,3,2,1,STRIKE,6,0,0,58,5,9,7,0,0
56,126,4,0,3,STRIKE,6,0,0,56,0,3,0,6,0
56,126,4,1,2,STRIKE,6,0,0,56,0,3,0,0,0
69,127,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
69,127,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
69,127,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
69,127,2,0,3,BASH,8,2,0,70,0,34,0,6,0
69,127,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
69,127,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
69,127,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
69,127,3,2,1,STRIKE,6,0,0,70,10,23,11,5,1
69,127,4,0,3,STRIKE,6,0,0,69,0,19,0,6,0
69,127,4,1,2,STRIKE,6,0,0,69,0,19,0,0,0
69,127,4,2,1,STRIKE,6,0,0,69,0,13,0,0,0
69,127,5,0,3,STRIKE,6,0,0,69,0,7,15,5,0
69,127,5,1,2,STRIKE,6,0,0,69,0,6,15,0,0
68,128,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
68,128,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
68,128,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
68,128,2,0,3,BASH,8,2,0,70,0,34,7,5,0
68,128,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
68,128,3,0,3,STRIKE,6,0,0,68,0,31,0,6,1
68,128,3,1,2,STRIKE,6,0,0,68,0,28,0,0,1
68,128,3,2,1,STRIKE,6,0,0,68,0,19,0,0,1
68,128,4,0,3,BASH,8,2,0,68,0,10,11,5,0
68,128,4,1,1,STRIKE,6,0,0,68,0,7,11,0,2
63,129,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,129,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,129,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,129,2,0,3,BASH,8,2,0,70,0,34,0,6,0
63,129,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
63,129,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
63,129,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
63,129,3,2,1,STRIKE,6,0,0,70,10,23,16,0,1
63,129,4,0,3,DEFEND,0,0,5,64,0,14,11,5,0
63,129,4,1,2,DEFEND,0,0,5,64,5,14,11,5,0
63,129,4,2,1,STRIKE,6,0,0,64,10,14,11,5,0
63,129,5,0,3,BASH,8,2,0,63,0,13,16,0,0
63,129,5,1,1,STRIKE,6,0,0,63,0,5,16,0,2
64,130,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,130,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,130,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,130,2,0,3,BASH,8,2,0,70,0,34,0,6,0
64,130,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
64,130,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
64,130,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
64,130,3,2,1,STRIKE,6,0,0,70,10,23,16,0,1
64,130,4,0,3,STRIKE,6,0,0,64,0,14,0,6,0
64,130,4,1,2,STRIKE,6,0,0,64,0,14,0,0,0
64,130,4,2,1,STRIKE,6,0,0,64,0,8,0,0,0
64,130,5,0,3,BASH,8,2,0,64,0,2,20,0,0
59,131,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,131,1,1,2,BASH,8,2,0,72,5,40,12,0,0
59,131,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
59,131,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
59,131,2,2,1,DEFEND,0,0,5,65,0,20,0,0,1
59,131,3,0,3,DEFEND,0,0,5,65,0,20,16,0,0
59,131,3,1,2,DEFEND,0,0,5,65,5,20,16,0,0
59,131,3,2,1,STRIKE,6,0,0,65,10,20,16,0,0
59,131,4,0,3,BASH,8,2,0,59,0,14,0,6,0
59,131,4,1,1,STRIKE,6,0,0,59,0,12,0,0,2
59,131,5,0,3,STRIKE,6,0,0,59,0,3,20,0,1
60,132,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
60,132,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
60,132,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
60,132,2,0,3,BASH,8,2,0,70,0,34,0,6,0
60,132,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
60,132,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
60,132,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
60,132,3,2,1,DEFEND,0,0,5,70,10,23,11,5,1
60,132,4,0,3,STRIKE,6,0,0,70,0,23,0,6,0
60,132,4,1,2,DEFEND,0,0,5,70,0,23,0,0,0
60,132,4,2,1,STRIKE,6,0,0,70,5,23,0,0,0
60,132,5,0,3,DEFEND,0,0,5,70,0,17,15,5,0
60,132,5,1,2,STRIKE,6,0,0,70,5,17,15,5,0
60,132,5,2,1,STRIKE,6,0,0,70,5,16,15,0,0
60,132,6,0,3,BASH,8,2,0,60,0,10,0,6,0
60,132,6,1,1,STRIKE,6,0,0,60,0,8,0,0,2
69,133,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
69,133,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
69,133,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
69,133,2,0,3,BASH,8,2,0,70,0,34,0,6,0
69,133,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
69,133,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
69,133,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
69,133,3,2,1,STRIKE,6,0,0,70,10,23,11,5,1
69,133,4,0,3,STRIKE,6,0,0,69,0,19,0,6,0
69,133,4,1,2,STRIKE,6,0,0,69,0,19,0,0,0
69,133,4,2,1,STRIKE,6,0,0,69,0,13,0,0,0
69,133,5,0,3,BASH,8,2,0,69,0,7,20,0,0
54,134,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
54,134,1,1,2,BASH,8,2,0,72,5,40,12,0,0
54,134,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
54,134,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
54,134,2,2,1,DEFEND,0,0,5,65,0,20,0,0,1
54,134,3,0,3,DEFEND,0,0,5,65,0,20,16,0,0
54,134,3,1,2,STRIKE,6,0,0,65,5,20,16,0,0
54,134,3,2,1,STRIKE,6,0,0,65,5,14,16,0,0
54,134,4,0,3,BASH,8,2,0,54,0,8,0,6,0
54,134,4,1,1,STRIKE,6,0,0,54,0,6,0,0,2
63,135,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,135,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,135,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,135,2,0,3,STRIKE,6,0,0,70,0,34,0,6,0
63,135,2,1,2,STRIKE,6,0,0,70,0,34,0,0,0
63,135,2,2,1,STRIKE,6,0,0,70,0,28,0,0,0
63,135,3,0,3,DEFEND,0,0,5,70,0,22,16,0,0
63,135,3,1,2,DEFEND,0,0,5,70,5,22,16,0,0
63,135,3,2,1,STRIKE,6,0,0,70,10,22,16,0,0
63,135,4,0,3,DEFEND,0,0,5,64,0,16,11,5,0
63,135,4,1,2,DEFEND,0,0,5,64,5,16,11,5,0
63,135,4,2,1,STRIKE,6,0,0,64,10,16,11,5,0
63,135,5,0,3,STRIKE,6,0,0,63,0,15,0,6,0
63,135,5,1,2,STRIKE,6,0,0,63,0,15,0,0,0
63,135,5,2,1,STRIKE,6,0,0,63,0,9,0,0,0
63,135,6,0,3,BASH,8,2,0,63,0,3,15,5,0
63,136,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,136,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,136,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,136,2,0,3,BASH,8,2,0,70,0,34,0,6,0
63,136,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
63,136,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
63,136,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
63,136,3,2,1,STRIKE,6,0,0,70,10,23,11,5,1
63,136,4,0,3,STRIKE,6,0,0,69,0,19,11,5,0
63,136,4,1,2,STRIKE,6,0,0,69,0,18,11,0,0
63,136,4,2,1,DEFEND,0,0,5,69,0,12,11,0,0
63,136,5,0,3,STRIKE,6,0,0,63,0,12,0,6,0
63,136,5,1,2,STRIKE,6,0,0,63,0,12,0,0,0
63,136,5,2,1,STRIKE,6,0,0,63,0,6,0,0,0
58,137,1,0,3,BASH,8,2,0,72,0,40,12,0,0
58,137,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
58,137,2,0,3,STRIKE,6,0,0,60,0,23,7,5,1
58,137,2,1,2,DEFEND,0,0,5,60,0,19,7,0,1
58,137,2,2,1,STRIKE,6,0,0,60,5,19,7,0,1
58,137,3,0,3,STRIKE,6,0,0,58,0,10,12,0,0
58,137,3,1,2,STRIKE,6,0,0,58,0,4,12,0,0
64,138,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,138,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,138,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,138,2,0,3,BASH,8,2,0,70,0,34,0,6,0
64,138,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
64,138,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
64,138,3,1,2,STRIKE,6,0,0,70,5,23,11,5,1
64,138,3,2,1,STRIKE,6,0,0,70,5,19,11,0,1
64,138,4,0,3,BASH,8,2,0,64,0,10,11,5,0
64,138,4,1,1,STRIKE,6,0,0,64,0,7,11,0,2
68,139,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
68,139,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
68,139,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
68,139,2,0,3,BASH,8,2,0,70,0,34,7,5,0
68,139,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
68,139,3,0,3,STRIKE,6,0,0,68,0,31,0,6,1
68,139,3,1,2,STRIKE,6,0,0,68,0,28,0,0,1
68,139,3,2,1,STRIKE,6,0,0,68,0,19,0,0,1
68,139,4,0,3,STRIKE,6,0,0,68,0,10,16,0,0
68,139,4,1,2,BASH,8,2,0,68,0,4,16,0,0
59,140,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,140,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
59,140,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
59,140,2,0,3,BASH,8,2,0,70,0,34,0,6,0
59,140,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
59,140,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
59,140,3,1,2,STRIKE,6,0,0,70,5,23,16,0,1
59,140,3,2,1,STRIKE,6,0,0,70,5,14,16,0,1
59,140,4,0,3,STRIKE,6,0,0,59,0,5,11,5,0
59,140,4,1,2,BASH,8,2,0,59,0,4,11,0,0
59,141,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,141,1,1,2,BASH,8,2,0,72,5,40,12,0,0
59,141,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
59,141,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
59,141,2,2,1,DEFEND,0,0,5,65,0,20,0,0,1
59,141,3,0,3,BASH,8,2,0,65,0,20,11,5,0
59,141,3,1,1,DEFEND,0,0,5,65,0,17,11,0,2
59,141,4,0,3,STRIKE,6,0,0,59,0,17,0,6,1
59,141,4,1,2,STRIKE,6,0,0,59,0,14,0,0,1
59,141,4,2,1,DEFEND,0,0,5,59,0,5,0,0,1
59,141,5,0,3,STRIKE,6,0,0,59,0,5,20,0,0
56,142,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
56,142,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
56,142,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
56,142,2,0,3,BASH,8,2,0,70,0,34,7,5,0
56,142,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
56,142,3,0,3,STRIKE,6,0,0,68,0,31,7,5,1
56,142,3,1,2,DEFEND,0,0,5,68,0,27,7,0,1
56,142,3,2,1,DEFEND,0,0,5,68,5,27,7,0,1
56,142,4,0,3,BASH,8,2,0,68,0,27,12,0,0
56,142,4,1,1,STRIKE,6,0,0,68,0,19,12,0,2
56,142,5,0,3,BASH,8,2,0,56,0,10,0,6,1
56,142,5,1,1,STRIKE,6,0,0,56,0,4,0,0,3
64,143,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,143,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,143,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,143,2,0,3,BASH,8,2,0,70,0,34,0,6,0
64,143,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
64,143,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
64,143,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
64,143,3,2,1,STRIKE,6,0,0,70,10,23,16,0,1
64,143,4,0,3,BASH,8,2,0,64,0,14,0,6,0
64,143,4,1,1,STRIKE,6,0,0,64,0,12,0,0,2
64,143,5,0,3,STRIKE,6,0,0,64,0,3,20,0,1
61,144,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
61,144,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
61,144,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
61,144,2,0,3,BASH,8,2,0,70,0,34,7,5,0
61,144,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
61,144,3,0,3,STRIKE,6,0,0,68,0,31,12,0,1
61,144,3,1,2,DEFEND,0,0,5,68,0,22,12,0,1
61,144,3,2,1,STRIKE,6,0,0,68,5,22,12,0,1
61,144,4,0,3,DEFEND,0,0,5,61,0,13,7,5,0
61,144,4,1,2,DEFEND,0,0,5,61,5,13,7,5,0
61,144,4,2,1,STRIKE,6,0,0,61,10,13,7,5,0
61,144,5,0,3,STRIKE,6,0,0,61,0,12,7,5,0
61,144,5,1,2,STRIKE,6,0,0,61,0,11,7,0,0
61,144,5,2,1,STRIKE,6,0,0,61,0,5,7,0,0
59,145,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,145,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
59,145,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
59,145,2,0,3,BASH,8,2,0,70,0,34,0,6,0
59,145,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
59,145,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
59,145,3,1,2,STRIKE,6,0,0,70,5,23,16,0,1
59,145,3,2,1,STRIKE,6,0,0,70,5,14,16,0,1
59,145,4,0,3,BASH,8,2,0,59,0,5,0,6,0
59,145,4,1,1,STRIKE,6,0,0,59,0,3,0,0,2
60,146,1,0,3,BASH,8,2,0,72,0,40,12,0,0
60,146,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
60,146,2,0,3,STRIKE,6,0,0,60,0,23,0,6,1
60,146,2,1,2,STRIKE,6,0,0,60,0,20,0,0,1
60,146,2,2,1,DEFEND,0,0,5,60,0,11,0,0,1
60,146,3,0,3,DEFEND,0,0,5,60,0,11,11,5,0
60,146,3,1,2,DEFEND,0,0,5,60,5,11,11,5,0
60,146,3,2,1,DEFEND,0,0,5,60,10,11,11,5,0
60,146,4,0,3,BASH,8,2,0,60,0,11,0,6,0
60,146,4,1,1,STRIKE,6,0,0,60,0,9,0,0,2
69,147,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
69,147,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
69,147,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
69,147,2,0,3,BASH,8,2,0,70,0,34,0,6,0
69,147,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
69,147,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
69,147,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
69,147,3,2,1,STRIKE,6,0,0,70,10,23,11,5,1
69,147,4,0,3,STRIKE,6,0,0,69,0,19,0,6,0
69,147,4,1,2,STRIKE,6,0,0,69,0,19,0,0,0
69,147,4,2,1,STRIKE,6,0,0,69,0,13,0,0,0
69,147,5,0,3,BASH,8,2,0,69,0,7,20,0,0
67,148,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
67,148,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
67,148,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
67,148,2,0,3,BASH,8,2,0,70,0,34,7,5,0
67,148,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
67,148,3,0,3,BASH,8,2,0,68,0,31,0,6,1
67,148,3,1,1,STRIKE,6,0,0,68,0,25,0,0,3
67,148,4,0,3,DEFEND,0,0,5,68,0,16,11,5,2
67,148,4,1,2,DEFEND,0,0,5,68,5,16,11,5,2
67,148,4,2,1,STRIKE,6,0,0,68,10,16,11,5,2
67,148,5,0,3,STRIKE,6,0,0,67,0,12,16,0,1
67,148,5,1,2,STRIKE,6,0,0,67,0,3,16,0,1
65,149,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
65,149,1,1,2,STRIKE,6,0,0,72,5,40,12,0,0
65,149,1,2,1,STRIKE,6,0,0,72,5,34,12,0,0
65,149,2,0,3,BASH,8,2,0,65,0,28,0,6,0
65,149,2,1,1,STRIKE,6,0,0,65,0,26,0,0,2
65,149,3,0,3,STRIKE,6,0,0,65,0,17,16,0,1
65,149,3,1,2,STRIKE,6,0,0,65,0,8,16,0,1
59,150,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,150,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
59,150,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
59,150,2,0,3,BASH,8,2,0,70,0,34,0,6,0
59,150,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
59,150,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
59,150,3,1,2,STRIKE,6,0,0,70,5,23,16,0,1
59,150,3,2,1,STRIKE,6,0,0,70,5,14,16,0,1
59,150,4,0,3,STRIKE,6,0,0,59,0,5,0,6,0
59,150,4,1,2,STRIKE,6,0,0,59,0,5,0,0,0
55,151,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
55,151,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
55,151,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
55,151,2,0,3,BASH,8,2,0,70,0,34,0,6,0
55,151,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
55,151,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
55,151,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
55,151,3,2,1,DEFEND,0,0,5,70,10,23,11,5,1
55,151,4,0,3,DEFEND,0,0,5,70,0,23,0,6,0
55,151,4,1,2,STRIKE,6,0,0,70,5,23,0,6,0
55,151,4,2,1,STRIKE,6,0,0,70,5,23,0,0,0
55,151,5,0,3,BASH,8,2,0,70,0,17,20,0,0
55,151,5,1,1,DEFEND,0,0,5,70,0,9,20,0,2
55,151,6,0,3,STRIKE,6,0,0,55,0,9,0,6,1
55,151,6,1,2,STRIKE,6,0,0,55,0,6,0,0,1
64,152,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,152,1,1,2,BASH,8,2,0,72,5,40,12,0,0
64,152,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
64,152,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
64,152,2,2,1,STRIKE,6,0,0,65,0,20,0,0,1
64,152,3,0,3,DEFEND,0,0,5,65,0,11,11,5,0
64,152,3,1,2,DEFEND,0,0,5,65,5,11,11,5,0
64,152,3,2,1,STRIKE,6,0,0,65,10,11,11,5,0
64,152,4,0,3,BASH,8,2,0,64,0,10,0,6,0
64,152,4,1,1,STRIKE,6,0,0,64,0,8,0,0,2
65,153,1,0,3,BASH,8,2,0,72,0,40,12,0,0
65,153,1,1,1,DEFEND,0,0,5,72,0,32,12,0,2
65,153,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
65,153,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
65,153,2,2,1,STRIKE,6,0,0,65,0,20,0,0,1
65,153,3,0,3,STRIKE,6,0,0,65,0,11,16,0,0
65,153,3,1,2,STRIKE,6,0,0,65,0,5,16,0,0
63,154,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,154,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,154,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,154,2,0,3,BASH,8,2,0,70,0,34,7,5,0
63,154,2,1,1,STRIKE,6,0,0,70,0,31,7,0,2
63,154,3,0,3,BASH,8,2,0,63,0,22,0,6,1
63,154,3,1,1,STRIKE,6,0,0,63,0,16,0,0,3
63,154,4,0,3,STRIKE,6,0,0,63,0,7,11,5,2
63,154,4,1,2,STRIKE,6,0,0,63,0,3,11,0,2
63,155,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,155,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,155,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,155,2,0,3,BASH,8,2,0,70,0,34,0,6,0
63,155,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
63,155,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
63,155,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
63,155,3,2,1,STRIKE,6,0,0,70,10,23,11,5,1
63,155,4,0,3,STRIKE,6,0,0,69,0,19,11,5,0
63,155,4,1,2,STRIKE,6,0,0,69,0,18,11,0,0
63,155,4,2,1,DEFEND,0,0,5,69,0,12,11,0,0
63,155,5,0,3,STRIKE,6,0,0,63,0,12,0,6,0
63,155,5,1,2,STRIKE,6,0,0,63,0,12,0,0,0
63,155,5,2,1,DEFEND,0,0,5,63,0,6,0,0,0
63,155,6,0,3,STRIKE,6,0,0,63,0,6,20,0,0
68,156,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
68,156,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
68,156,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
68,156,2,0,3,BASH,8,2,0,70,0,34,7,5,0
68,156,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
68,156,3,0,3,STRIKE,6,0,0,68,0,31,0,6,1
68,156,3,1,2,STRIKE,6,0,0,68,0,28,0,0,1
68,156,3,2,1,STRIKE,6,0,0,68,0,19,0,0,1
68,156,4,0,3,BASH,8,2,0,68,0,10,11,5,0
68,156,4,1,1,STRIKE,6,0,0,68,0,7,11,0,2
